"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"SEA","Seattle, WA","PDX","Portland, OR",
"SEA","Seattle, WA","IFP","Bullhead City, AZ",
"SEA","Seattle, WA","BLI","Bellingham, WA",
"SEA","Seattle, WA","ORD","Chicago, IL",
"SEA","Seattle, WA","DFW","Dallas/Fort Worth, TX",
"SEA","Seattle, WA","OKC","Oklahoma City, OK",
"SEA","Seattle, WA","PHX","Phoenix, AZ",
"SEA","Seattle, WA","MIA","Miami, FL",
"SEA","Seattle, WA","CLT","Charlotte, NC",
"SEA","Seattle, WA","DFW","Dallas/Fort Worth, TX",
"SEA","Seattle, WA","PHX","Phoenix, AZ",
"SEA","Seattle, WA","PHX","Phoenix, AZ",
"SEA","Seattle, WA","LAX","Los Angeles, CA",
"SEA","Seattle, WA","ORD","Chicago, IL",
"SEA","Seattle, WA","IAH","Houston, TX",
"SEA","Seattle, WA","EWR","Newark, NJ",
"SEA","Seattle, WA","DEN","Denver, CO",
"SEA","Seattle, WA","SFO","San Francisco, CA",
"SEA","Seattle, WA","IAH","Houston, TX",
"SEA","Seattle, WA","IAD","Washington, DC",
"SEA","Seattle, WA","ORD","Chicago, IL",
"SEA","Seattle, WA","IAH","Houston, TX",
"SEA","Seattle, WA","DEN","Denver, CO",
"SEA","Seattle, WA","SFO","San Francisco, CA",
"SEA","Seattle, WA","CVG","Cincinnati, OH",
"SEA","Seattle, WA","PDX","Portland, OR",
"SEA","Seattle, WA","CVG","Cincinnati, OH",
"SEA","Seattle, WA","PDX","Portland, OR",
"SFB","Sanford, FL","CVG","Cincinnati, OH",
"SFB","Sanford, FL","BIS","Bismarck/Mandan, ND",
"SFB","Sanford, FL","BMI","Bloomington/Normal, IL",
"SFB","Sanford, FL","CHA","Chattanooga, TN",
"SFB","Sanford, FL","FWA","Fort Wayne, IN",
"SFB","Sanford, FL","GPT","Gulfport/Biloxi, MS",
"SFB","Sanford, FL","MFE","Mission/McAllen/Edinburg, TX",
"SFB","Sanford, FL","MLI","Moline, IL",
"SFB","Sanford, FL","PIA","Peoria, IL",
"SFB","Sanford, FL","PSM","Portsmouth, NH",
"SFB","Sanford, FL","GSO","Greensboro/High Point, NC",
"SFB","Sanford, FL","TYS","Knoxville, TN",
"SFB","Sanford, FL","OMA","Omaha, NE",
"SFB","Sanford, FL","TOL","Toledo, OH",
"SFB","Sanford, FL","LRD","Laredo, TX",
"SFB","Sanford, FL","HGR","Hagerstown, MD",
"SFB","Sanford, FL","MDT","Harrisburg, PA",
"SFB","Sanford, FL","AVL","Asheville, NC",
"SFB","Sanford, FL","ABE","Allentown/Bethlehem/Easton, PA",
"SFB","Sanford, FL","ELM","Elmira/Corning, NY",
"SFB","Sanford, FL","IAG","Niagara Falls, NY",
"SFB","Sanford, FL","TRI","Bristol/Johnson City/Kingsport, TN",
"SFB","Sanford, FL","FNT","Flint, MI",
"SFB","Sanford, FL","BLV","Belleville, IL",
"SFB","Sanford, FL","USA","Concord, NC",
"SFB","Sanford, FL","GSP","Greer, SC",
"SFB","Sanford, FL","SYR","Syracuse, NY",
"SFB","Sanford, FL","CID","Cedar Rapids/Iowa City, IA",
"SFB","Sanford, FL","SGF","Springfield, MO",
"SFB","Sanford, FL","OWB","Owensboro, KY",
"SFB","Sanford, FL","ATW","Appleton, WI",
"SFB","Sanford, FL","FAR","Fargo, ND",
"SFB","Sanford, FL","SBN","South Bend, IN",
"SFB","Sanford, FL","SCE","State College, PA",
"SFB","Sanford, FL","ORF","Norfolk, VA",
"SFB","Sanford, FL","MEM","Memphis, TN",
"SFB","Sanford, FL","IND","Indianapolis, IN",
"SFB","Sanford, FL","RFD","Rockford, IL",
"SFB","Sanford, FL","RDU","Raleigh/Durham, NC",
"SFB","Sanford, FL","ROA","Roanoke, VA",
"SFB","Sanford, FL","PIT","Pittsburgh, PA",
"SFB","Sanford, FL","LEX","Lexington, KY",
"SFB","Sanford, FL","BNA","Nashville, TN",
"SFB","Sanford, FL","TUL","Tulsa, OK",
"SFB","Sanford, FL","HTS","Ashland, WV",
"SFB","Sanford, FL","LCK","Columbus, OH",
"SFB","Sanford, FL","SWF","Newburgh/Poughkeepsie, NY",
"SFB","Sanford, FL","EVV","Evansville, IN",
"SFB","Sanford, FL","XNA","Fayetteville, AR",
"SFB","Sanford, FL","CKB","Clarksburg/Fairmont, WV",
"SFB","Sanford, FL","SDF","Louisville, KY",
"SFB","Sanford, FL","BGR","Bangor, ME",
"SFB","Sanford, FL","RIC","Richmond, VA",
"SFB","Sanford, FL","FSD","Sioux Falls, SD",
"SFB","Sanford, FL","TVC","Traverse City, MI",
"SFB","Sanford, FL","DSM","Des Moines, IA",
"SFB","Sanford, FL","GRR","Grand Rapids, MI",
"SFB","Sanford, FL","PBG","Plattsburgh, NY",
"SFB","Sanford, FL","LIT","Little Rock, AR",
"SFB","Sanford, FL","CVG","Cincinnati, OH",
"SFB","Sanford, FL","BIS","Bismarck/Mandan, ND",
"SFB","Sanford, FL","BMI","Bloomington/Normal, IL",
"SFB","Sanford, FL","CHA","Chattanooga, TN",
"SFB","Sanford, FL","FWA","Fort Wayne, IN",
"SFB","Sanford, FL","GPT","Gulfport/Biloxi, MS",
"SFB","Sanford, FL","MFE","Mission/McAllen/Edinburg, TX",
"SFB","Sanford, FL","MLI","Moline, IL",
"SFB","Sanford, FL","PIA","Peoria, IL",
"SFB","Sanford, FL","PSM","Portsmouth, NH",
"SFB","Sanford, FL","GSO","Greensboro/High Point, NC",
"SFB","Sanford, FL","TYS","Knoxville, TN",
"SFB","Sanford, FL","OMA","Omaha, NE",
"SFB","Sanford, FL","TOL","Toledo, OH",
"SFB","Sanford, FL","HGR","Hagerstown, MD",
"SFB","Sanford, FL","MDT","Harrisburg, PA",
"SFB","Sanford, FL","AVL","Asheville, NC",
"SFB","Sanford, FL","ABE","Allentown/Bethlehem/Easton, PA",
"SFB","Sanford, FL","ELM","Elmira/Corning, NY",
"SFB","Sanford, FL","TRI","Bristol/Johnson City/Kingsport, TN",
"SFB","Sanford, FL","FNT","Flint, MI",
"SFB","Sanford, FL","BLV","Belleville, IL",
"SFB","Sanford, FL","USA","Concord, NC",
"SFB","Sanford, FL","GSP","Greer, SC",
"SFB","Sanford, FL","SYR","Syracuse, NY",
"SFB","Sanford, FL","CID","Cedar Rapids/Iowa City, IA",
"SFB","Sanford, FL","SGF","Springfield, MO",
"SFB","Sanford, FL","OWB","Owensboro, KY",
"SFB","Sanford, FL","ATW","Appleton, WI",
"SFB","Sanford, FL","FAR","Fargo, ND",
"SFB","Sanford, FL","SBN","South Bend, IN",
"SFB","Sanford, FL","SCE","State College, PA",
"SFB","Sanford, FL","ORF","Norfolk, VA",
"SFB","Sanford, FL","MEM","Memphis, TN",
"SFB","Sanford, FL","IND","Indianapolis, IN",
"SFB","Sanford, FL","RDU","Raleigh/Durham, NC",
"SFB","Sanford, FL","ROA","Roanoke, VA",
"SFB","Sanford, FL","LEX","Lexington, KY",
"SFB","Sanford, FL","BNA","Nashville, TN",
"SFB","Sanford, FL","TUL","Tulsa, OK",
"SFB","Sanford, FL","HTS","Ashland, WV",
"SFB","Sanford, FL","LCK","Columbus, OH",
"SFB","Sanford, FL","SWF","Newburgh/Poughkeepsie, NY",
"SFB","Sanford, FL","XNA","Fayetteville, AR",
"SFB","Sanford, FL","CKB","Clarksburg/Fairmont, WV",
"SFB","Sanford, FL","BGR","Bangor, ME",
"SFB","Sanford, FL","FSD","Sioux Falls, SD",
"SFB","Sanford, FL","TVC","Traverse City, MI",
"SFB","Sanford, FL","DSM","Des Moines, IA",
"SFB","Sanford, FL","GRR","Grand Rapids, MI",
"SFB","Sanford, FL","LIT","Little Rock, AR",
"SFB","Sanford, FL","STL","St. Louis, MO",
"SFB","Sanford, FL","JAX","Jacksonville, FL",
"SFB","Sanford, FL","PIE","St. Petersburg, FL",
"SFO","San Francisco, CA","SEA","Seattle, WA",
"SFO","San Francisco, CA","SEA","Seattle, WA",
"SFO","San Francisco, CA","ORD","Chicago, IL",
"SFO","San Francisco, CA","FLL","Fort Lauderdale, FL",
"SFO","San Francisco, CA","JFK","New York, NY",
"SFO","San Francisco, CA","MCO","Orlando, FL",
"SFO","San Francisco, CA","ORD","Chicago, IL",
"SFO","San Francisco, CA","SEA","Seattle, WA",
"SFO","San Francisco, CA","FLL","Fort Lauderdale, FL",
"SFO","San Francisco, CA","JFK","New York, NY",
"SFO","San Francisco, CA","MCO","Orlando, FL",
"SFO","San Francisco, CA","ORD","Chicago, IL",
"SFO","San Francisco, CA","EWR","Newark, NJ",
"SFO","San Francisco, CA","TPA","Tampa, FL",
"SFO","San Francisco, CA","SEA","Seattle, WA",
"SFO","San Francisco, CA","OGG","Kahului, HI",
"SFO","San Francisco, CA","BOI","Boise, ID",
"SFO","San Francisco, CA","MTJ","Montrose/Delta, CO",
"SFO","San Francisco, CA","SBA","Santa Barbara, CA",
"SFO","San Francisco, CA","BFL","Bakersfield, CA",
"SFO","San Francisco, CA","FAT","Fresno, CA",
"SFO","San Francisco, CA","ONT","Ontario, CA",
"SFO","San Francisco, CA","PSP","Palm Springs, CA",
"SFO","San Francisco, CA","SMF","Sacramento, CA",
"SFO","San Francisco, CA","DEN","Denver, CO",
"SFO","San Francisco, CA","SLC","Salt Lake City, UT",
"SFO","San Francisco, CA","LAS","Las Vegas, NV",
"SFO","San Francisco, CA","OAK","Oakland, CA",
"SFO","San Francisco, CA","SAN","San Diego, CA",
"SFO","San Francisco, CA","MSP","Minneapolis, MN",
"SFO","San Francisco, CA","GEG","Spokane, WA",
"SFO","San Francisco, CA","EUG","Eugene, OR",
"SFO","San Francisco, CA","SEA","Seattle, WA",
"SFO","San Francisco, CA","RNO","Reno, NV",
"SFO","San Francisco, CA","PDX","Portland, OR",
"SFO","San Francisco, CA","RDM","Bend/Redmond, OR",
"SFO","San Francisco, CA","PSC","Pasco/Kennewick/Richland, WA",
"SFO","San Francisco, CA","ABQ","Albuquerque, NM",
"SFO","San Francisco, CA","EGE","Eagle, CO",
"SFO","San Francisco, CA","JAC","Jackson, WY",
"SFO","San Francisco, CA","DAL","Dallas, TX",
"SFO","San Francisco, CA","DFW","Dallas/Fort Worth, TX",
"SFO","San Francisco, CA","LAX","Los Angeles, CA",
"SFO","San Francisco, CA","SJC","San Jose, CA",
"SFO","San Francisco, CA","BZN","Bozeman, MT",
"SFO","San Francisco, CA","PHX","Phoenix, AZ",
"SFO","San Francisco, CA","BUR","Burbank, CA",
"SFO","San Francisco, CA","AUS","Austin, TX",
"SFO","San Francisco, CA","SBP","San Luis Obispo, CA",
"SFO","San Francisco, CA","MFR","Medford, OR",
"SFO","San Francisco, CA","SUN","Sun Valley/Hailey/Ketchum, ID",
"SFO","San Francisco, CA","SNA","Santa Ana, CA",
"SFO","San Francisco, CA","HDN","Hayden, CO",
"SFO","San Francisco, CA","TUS","Tucson, AZ",
"SFO","San Francisco, CA","ACV","Arcata/Eureka, CA",
"SFO","San Francisco, CA","BOI","Boise, ID",
"SFO","San Francisco, CA","SBA","Santa Barbara, CA",
"SFO","San Francisco, CA","BFL","Bakersfield, CA",
"SFO","San Francisco, CA","FAT","Fresno, CA",
"SFO","San Francisco, CA","ONT","Ontario, CA",
"SFO","San Francisco, CA","PSP","Palm Springs, CA",
"SFO","San Francisco, CA","SMF","Sacramento, CA",
"SFO","San Francisco, CA","DEN","Denver, CO",
"SFO","San Francisco, CA","SLC","Salt Lake City, UT",
"SFO","San Francisco, CA","GEG","Spokane, WA",
"SFO","San Francisco, CA","EUG","Eugene, OR",
"SFO","San Francisco, CA","RNO","Reno, NV",
"SFO","San Francisco, CA","RDM","Bend/Redmond, OR",
"SFO","San Francisco, CA","RDD","Redding, CA",
"SFO","San Francisco, CA","ABQ","Albuquerque, NM",
"SFO","San Francisco, CA","LAX","Los Angeles, CA",
"SFO","San Francisco, CA","BZN","Bozeman, MT",
"SFO","San Francisco, CA","BUR","Burbank, CA",
"SFO","San Francisco, CA","SBP","San Luis Obispo, CA",
"SFO","San Francisco, CA","MFR","Medford, OR",
"SFO","San Francisco, CA","TUS","Tucson, AZ",
"SFO","San Francisco, CA","OTH","North Bend/Coos Bay, OR",
"SFO","San Francisco, CA","ACV","Arcata/Eureka, CA",
"SFO","San Francisco, CA","BOI","Boise, ID",
"SFO","San Francisco, CA","FAT","Fresno, CA",
"SFO","San Francisco, CA","ONT","Ontario, CA",
"SFO","San Francisco, CA","PSP","Palm Springs, CA",
"SFO","San Francisco, CA","SMF","Sacramento, CA",
"SFO","San Francisco, CA","DEN","Denver, CO",
"SFO","San Francisco, CA","SLC","Salt Lake City, UT",
"SFO","San Francisco, CA","GEG","Spokane, WA",
"SFO","San Francisco, CA","GJT","Grand Junction, CO",
"SFO","San Francisco, CA","RDD","Redding, CA",
"SFO","San Francisco, CA","LAX","Los Angeles, CA",
"SFO","San Francisco, CA","MRY","Monterey, CA",
"SFO","San Francisco, CA","SBP","San Luis Obispo, CA",
"SFO","San Francisco, CA","MFR","Medford, OR",
"SFO","San Francisco, CA","SNA","Santa Ana, CA",
"SFO","San Francisco, CA","ASE","Aspen, CO",
"SFO","San Francisco, CA","OGG","Kahului, HI",
"SFO","San Francisco, CA","HNL","Honolulu, HI",
"SFO","San Francisco, CA","DEN","Denver, CO",
"SFO","San Francisco, CA","LAS","Las Vegas, NV",
"SFO","San Francisco, CA","SAN","San Diego, CA",
"SFO","San Francisco, CA","LAX","Los Angeles, CA",
"SFO","San Francisco, CA","PHX","Phoenix, AZ",
"SFO","San Francisco, CA","BUR","Burbank, CA",
"SFO","San Francisco, CA","MDW","Chicago, IL",
"SFO","San Francisco, CA","PDX","Portland, OR",
"SFO","San Francisco, CA","MEM","Memphis, TN",
"SFO","San Francisco, CA","LAX","Los Angeles, CA",
"SFO","San Francisco, CA","MSP","Minneapolis, MN",
"SFO","San Francisco, CA","DEN","Denver, CO",
"SFO","San Francisco, CA","LAS","Las Vegas, NV",
"SFO","San Francisco, CA","DEN","Denver, CO",
"SFO","San Francisco, CA","LAS","Las Vegas, NV",
"SFO","San Francisco, CA","DEN","Denver, CO",
"SFO","San Francisco, CA","LAS","Las Vegas, NV",
"SFO","San Francisco, CA","ORD","Chicago, IL",
"SFO","San Francisco, CA","IAH","Houston, TX",
"SFO","San Francisco, CA","DEN","Denver, CO",
"SFO","San Francisco, CA","SLC","Salt Lake City, UT",
"SFO","San Francisco, CA","LAS","Las Vegas, NV",
"SFO","San Francisco, CA","SAN","San Diego, CA",
"SFO","San Francisco, CA","SEA","Seattle, WA",
"SFO","San Francisco, CA","PDX","Portland, OR",
"SFO","San Francisco, CA","IAD","Washington, DC",
"SFO","San Francisco, CA","LAX","Los Angeles, CA",
"SFO","San Francisco, CA","PHX","Phoenix, AZ",
"SFO","San Francisco, CA","AUS","Austin, TX",
"SFO","San Francisco, CA","SNA","Santa Ana, CA",
"SFO","San Francisco, CA","IAH","Houston, TX",
"SFO","San Francisco, CA","EWR","Newark, NJ",
"SFO","San Francisco, CA","IAD","Washington, DC",
"SFO","San Francisco, CA","ORD","Chicago, IL",
"SFO","San Francisco, CA","IAH","Houston, TX",
"SFO","San Francisco, CA","EWR","Newark, NJ",
"SFO","San Francisco, CA","HNL","Honolulu, HI",
"SFO","San Francisco, CA","OGG","Kahului, HI",
"SFO","San Francisco, CA","IAD","Washington, DC",
"SFO","San Francisco, CA","ORD","Chicago, IL",
"SFO","San Francisco, CA","EWR","Newark, NJ",
"SFO","San Francisco, CA","HNL","Honolulu, HI",
"SFO","San Francisco, CA","OGG","Kahului, HI",
"SFO","San Francisco, CA","IAD","Washington, DC",
"SFO","San Francisco, CA","ORD","Chicago, IL",
"SFO","San Francisco, CA","IAH","Houston, TX",
"SFO","San Francisco, CA","EWR","Newark, NJ",
"SFO","San Francisco, CA","PSP","Palm Springs, CA",
"SFO","San Francisco, CA","DEN","Denver, CO",
"SFO","San Francisco, CA","LAS","Las Vegas, NV",
"SFO","San Francisco, CA","SAN","San Diego, CA",
"SFO","San Francisco, CA","SEA","Seattle, WA",
"SFO","San Francisco, CA","PDX","Portland, OR",
"SFO","San Francisco, CA","HNL","Honolulu, HI",
"SFO","San Francisco, CA","IAD","Washington, DC",
"SFO","San Francisco, CA","LAX","Los Angeles, CA",
"SFO","San Francisco, CA","BOS","Boston, MA",
"SFO","San Francisco, CA","KOA","Kona, HI",
"SFO","San Francisco, CA","MCO","Orlando, FL",
"SFO","San Francisco, CA","EWR","Newark, NJ",
"SFO","San Francisco, CA","ORD","Chicago, IL",
"SFO","San Francisco, CA","EWR","Newark, NJ",
"SFO","San Francisco, CA","HNL","Honolulu, HI",
"SFO","San Francisco, CA","OGG","Kahului, HI",
"SFO","San Francisco, CA","KOA","Kona, HI",
"SFO","San Francisco, CA","GUM","Guam, TT",
"SFO","San Francisco, CA","GUM","Guam, TT",
"SFO","San Francisco, CA","HNL","Honolulu, HI",
"SFO","San Francisco, CA","EWR","Newark, NJ",
"SFO","San Francisco, CA","ABQ","Albuquerque, NM",
"SFO","San Francisco, CA","FLL","Fort Lauderdale, FL",
"SFO","San Francisco, CA","BOS","Boston, MA",
"SFO","San Francisco, CA","JFK","New York, NY",
"SFO","San Francisco, CA","BDL","Hartford, CT",
"SFO","San Francisco, CA","LAX","Los Angeles, CA",
"SFO","San Francisco, CA","FLL","Fort Lauderdale, FL",
"SFO","San Francisco, CA","MCO","Orlando, FL",
"SFO","San Francisco, CA","CVG","Cincinnati, OH",
"SFO","San Francisco, CA","RFD","Rockford, IL",
"SFO","San Francisco, CA","CVG","Cincinnati, OH",
"SFO","San Francisco, CA","SEA","Seattle, WA",
"SFO","San Francisco, CA","ANC","Anchorage, AK",
"SFO","San Francisco, CA","BZN","Bozeman, MT",
"SFO","San Francisco, CA","BOI","Boise, ID",
"SFO","San Francisco, CA","SEA","Seattle, WA",
"SFO","San Francisco, CA","PDX","Portland, OR",
"SFO","San Francisco, CA","RDM","Bend/Redmond, OR",
"SFO","San Francisco, CA","LAX","Los Angeles, CA",
"SFO","San Francisco, CA","JFK","New York, NY",
"SFO","San Francisco, CA","ATL","Atlanta, GA",
"SFO","San Francisco, CA","JFK","New York, NY",
"SFO","San Francisco, CA","MSP","Minneapolis, MN",
"SFO","San Francisco, CA","MSP","Minneapolis, MN",
"SFO","San Francisco, CA","ATL","Atlanta, GA",
"SFO","San Francisco, CA","SLC","Salt Lake City, UT",
"SFO","San Francisco, CA","DTW","Detroit, MI",
"SFO","San Francisco, CA","MSP","Minneapolis, MN",
"SFO","San Francisco, CA","ATL","Atlanta, GA",
"SFO","San Francisco, CA","EWR","Newark, NJ",
"SFO","San Francisco, CA","DEN","Denver, CO",
"SFO","San Francisco, CA","SLC","Salt Lake City, UT",
"SFO","San Francisco, CA","LAX","Los Angeles, CA",
"SFO","San Francisco, CA","CVG","Cincinnati, OH",
"SFO","San Francisco, CA","LAX","Los Angeles, CA",
"SFO","San Francisco, CA","DEN","Denver, CO",
"SFO","San Francisco, CA","LAS","Las Vegas, NV",
"SFO","San Francisco, CA","SAN","San Diego, CA",
"SFO","San Francisco, CA","LAX","Los Angeles, CA",
"SFO","San Francisco, CA","PHX","Phoenix, AZ",
"SFO","San Francisco, CA","BUR","Burbank, CA",
"SFO","San Francisco, CA","MDW","Chicago, IL",
"SFO","San Francisco, CA","ORD","Chicago, IL",
"SFO","San Francisco, CA","ABI","Abilene, TX",
"SFO","San Francisco, CA","DFW","Dallas/Fort Worth, TX",
"SFO","San Francisco, CA","PHX","Phoenix, AZ",
"SFO","San Francisco, CA","PHX","Phoenix, AZ",
"SFO","San Francisco, CA","MIA","Miami, FL",
"SFO","San Francisco, CA","CLT","Charlotte, NC",
"SFO","San Francisco, CA","PHL","Philadelphia, PA",
"SFO","San Francisco, CA","DFW","Dallas/Fort Worth, TX",
"SFO","San Francisco, CA","PHX","Phoenix, AZ",
"SFO","San Francisco, CA","JFK","New York, NY",
"SFO","San Francisco, CA","PHX","Phoenix, AZ",
"SFO","San Francisco, CA","DFW","Dallas/Fort Worth, TX",
"SFO","San Francisco, CA","ORD","Chicago, IL",
"SFO","San Francisco, CA","IAH","Houston, TX",
"SFO","San Francisco, CA","EWR","Newark, NJ",
"SFO","San Francisco, CA","PSP","Palm Springs, CA",
"SFO","San Francisco, CA","DEN","Denver, CO",
"SFO","San Francisco, CA","LAS","Las Vegas, NV",
"SFO","San Francisco, CA","SAN","San Diego, CA",
"SFO","San Francisco, CA","SEA","Seattle, WA",
"SFO","San Francisco, CA","HNL","Honolulu, HI",
"SFO","San Francisco, CA","OGG","Kahului, HI",
"SFO","San Francisco, CA","IAD","Washington, DC",
"SFO","San Francisco, CA","LAX","Los Angeles, CA",
"SFO","San Francisco, CA","BOS","Boston, MA",
"SFO","San Francisco, CA","PHX","Phoenix, AZ",
"SFO","San Francisco, CA","LIH","Lihue, HI",
"SFO","San Francisco, CA","AUS","Austin, TX",
"SFO","San Francisco, CA","SNA","Santa Ana, CA",
"SFO","San Francisco, CA","MCO","Orlando, FL",
"SFO","San Francisco, CA","ORD","Chicago, IL",
"SFO","San Francisco, CA","EWR","Newark, NJ",
"SFO","San Francisco, CA","IAH","Houston, TX",
"SFO","San Francisco, CA","EWR","Newark, NJ",
"SFO","San Francisco, CA","DEN","Denver, CO",
"SFO","San Francisco, CA","LAS","Las Vegas, NV",
"SFO","San Francisco, CA","HNL","Honolulu, HI",
"SFO","San Francisco, CA","OGG","Kahului, HI",
"SFO","San Francisco, CA","ORD","Chicago, IL",
"SFO","San Francisco, CA","IAH","Houston, TX",
"SFO","San Francisco, CA","IAD","Washington, DC",
"SFO","San Francisco, CA","ORD","Chicago, IL",
"SFO","San Francisco, CA","SAT","San Antonio, TX",
"SFO","San Francisco, CA","IAH","Houston, TX",
"SFO","San Francisco, CA","DEN","Denver, CO",
"SFO","San Francisco, CA","SLC","Salt Lake City, UT",
"SFO","San Francisco, CA","LAS","Las Vegas, NV",
"SFO","San Francisco, CA","SAN","San Diego, CA",
"SFO","San Francisco, CA","SEA","Seattle, WA",
"SFO","San Francisco, CA","PDX","Portland, OR",
"SFO","San Francisco, CA","IAD","Washington, DC",
"SFO","San Francisco, CA","LAX","Los Angeles, CA",
"SFO","San Francisco, CA","AUS","Austin, TX",
"SFO","San Francisco, CA","MFR","Medford, OR",
"SGF","Springfield, MO","ORD","Chicago, IL",
"SGF","Springfield, MO","DEN","Denver, CO",
"SGF","Springfield, MO","LAS","Las Vegas, NV",
"SGF","Springfield, MO","AZA","Phoenix, AZ",
"SGF","Springfield, MO","SFB","Sanford, FL",
"SGF","Springfield, MO","LAX","Los Angeles, CA",
"SGF","Springfield, MO","LAS","Las Vegas, NV",
"SGF","Springfield, MO","AZA","Phoenix, AZ",
"SGF","Springfield, MO","SFB","Sanford, FL",
"SGF","Springfield, MO","PIE","St. Petersburg, FL",
"SGF","Springfield, MO","MEM","Memphis, TN",
"SGF","Springfield, MO","IFP","Bullhead City, AZ",
"SGF","Springfield, MO","LIT","Little Rock, AR",
"SGF","Springfield, MO","ATL","Atlanta, GA",
"SGF","Springfield, MO","CLT","Charlotte, NC",
"SGF","Springfield, MO","DFW","Dallas/Fort Worth, TX",
"SGF","Springfield, MO","CLT","Charlotte, NC",
"SGF","Springfield, MO","SDF","Louisville, KY",
"SGF","Springfield, MO","MFE","Mission/McAllen/Edinburg, TX",
"SGF","Springfield, MO","SDF","Louisville, KY",
"SGF","Springfield, MO","ONT","Ontario, CA",
"SGF","Springfield, MO","MEM","Memphis, TN",
"SGF","Springfield, MO","DFW","Dallas/Fort Worth, TX",
"SGF","Springfield, MO","ICT","Wichita, KS",
"SGF","Springfield, MO","SDF","Louisville, KY",
"SGF","Springfield, MO","ORD","Chicago, IL",
"SGF","Springfield, MO","XNA","Fayetteville, AR",
"SGF","Springfield, MO","ORD","Chicago, IL",
"SGF","Springfield, MO","DFW","Dallas/Fort Worth, TX",
"SGF","Springfield, MO","DFW","Dallas/Fort Worth, TX",
"SGF","Springfield, MO","DFW","Dallas/Fort Worth, TX",
"SGR","Sugar Land, TX","TEB","Teterboro, NJ",
"SGU","St. George, UT","SLC","Salt Lake City, UT",
"SGU","St. George, UT","DEN","Denver, CO",
"SGU","St. George, UT","SLC","Salt Lake City, UT",
"SGU","St. George, UT","DEN","Denver, CO",
"SGU","St. George, UT","SLC","Salt Lake City, UT",
"SGU","St. George, UT","PHX","Phoenix, AZ",
"SGU","St. George, UT","LAS","Las Vegas, NV",
"SGY","Skagway, AK","HNS","Haines, AK",
"SGY","Skagway, AK","JNU","Juneau, AK",
"SGY","Skagway, AK","HNS","Haines, AK",
"SGY","Skagway, AK","HNS","Haines, AK",
"SGY","Skagway, AK","JNU","Juneau, AK",
"SGY","Skagway, AK","JNU","Juneau, AK",
"SHD","Staunton, VA","ORD","Chicago, IL",
"SHD","Staunton, VA","SBN","South Bend, IN",
"SHD","Staunton, VA","IAD","Washington, DC",
"SHG","Shungnak, AK","OTZ","Kotzebue, AK",
"SHG","Shungnak, AK","ABL","Ambler, AK",
"SHG","Shungnak, AK","OBU","Kobuk, AK",
"SHG","Shungnak, AK","OTZ","Kotzebue, AK",
"SHG","Shungnak, AK","ORV","Noorvik, AK",
"SHG","Shungnak, AK","ABL","Ambler, AK",
"SHG","Shungnak, AK","IAN","Kiana, AK",
"SHG","Shungnak, AK","OBU","Kobuk, AK",
"SHG","Shungnak, AK","OTZ","Kotzebue, AK",
"SHG","Shungnak, AK","FAI","Fairbanks, AK",
"SHG","Shungnak, AK","OBU","Kobuk, AK",
"SHG","Shungnak, AK","OTZ","Kotzebue, AK",
"SHG","Shungnak, AK","RDB","Red Dog, AK",
"SHG","Shungnak, AK","WLK","Selawik, AK",
"SHG","Shungnak, AK","OTZ","Kotzebue, AK",
"SHH","Shishmaref, AK","OME","Nome, AK",
"SHH","Shishmaref, AK","ANC","Anchorage, AK",
"SHH","Shishmaref, AK","OTZ","Kotzebue, AK",
"SHH","Shishmaref, AK","OME","Nome, AK",
"SHH","Shishmaref, AK","UNK","Unalakleet, AK",
"SHH","Shishmaref, AK","KTS","Brevig Mission, AK",
"SHH","Shishmaref, AK","OTZ","Kotzebue, AK",
"SHH","Shishmaref, AK","OME","Nome, AK",
"SHH","Shishmaref, AK","KTS","Brevig Mission, AK",
"SHH","Shishmaref, AK","WAA","Wales, AK",
"SHH","Shishmaref, AK","OME","Nome, AK",
"SHH","Shishmaref, AK","OTZ","Kotzebue, AK",
"SHH","Shishmaref, AK","OME","Nome, AK",
"SHH","Shishmaref, AK","OME","Nome, AK",
"SHH","Shishmaref, AK","KTS","Brevig Mission, AK",
"SHH","Shishmaref, AK","OME","Nome, AK",
"SHH","Shishmaref, AK","RDB","Red Dog, AK",
"SHH","Shishmaref, AK","OME","Nome, AK",
"SHH","Shishmaref, AK","WAA","Wales, AK",
"SHR","Sheridan, WY","DEN","Denver, CO",
"SHV","Shreveport, LA","IAH","Houston, TX",
"SHV","Shreveport, LA","DFW","Dallas/Fort Worth, TX",
"SHV","Shreveport, LA","LAS","Las Vegas, NV",
"SHV","Shreveport, LA","YIP","Detroit, MI",
"SHV","Shreveport, LA","ELP","El Paso, TX",
"SHV","Shreveport, LA","MEM","Memphis, TN",
"SHV","Shreveport, LA","IAH","Houston, TX",
"SHV","Shreveport, LA","MEM","Memphis, TN",
"SHV","Shreveport, LA","AFW","Dallas/Fort Worth, TX",
"SHV","Shreveport, LA","SHV","Shreveport, LA",
"SHV","Shreveport, LA","SDF","Louisville, KY",
"SHV","Shreveport, LA","ATL","Atlanta, GA",
"SHV","Shreveport, LA","ATL","Atlanta, GA",
"SHV","Shreveport, LA","CLT","Charlotte, NC",
"SHV","Shreveport, LA","CLT","Charlotte, NC",
